date,region_level,region,variable,value,source
2020-08-17,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-08-17,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-08-17,hospital_district,North Ostrobothnia Hospital District,cases,7.0,THL
2020-08-17,hospital_district,North Savo Hospital District,cases,4.0,THL
2020-08-17,hospital_district,Pirkanmaa Hospital District,cases,6.0,THL
2020-08-17,hospital_district,Päijät-Häme Hospital District,cases,1.0,THL
2020-08-17,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-08-17,hospital_district,South Karelia Hospital District,cases,1.0,THL
2020-08-17,hospital_district,South Ostrobothnia Hospital District,cases,4.0,THL
2020-08-17,hospital_district,South Savo Hospital District,cases,1.0,THL
2020-08-17,hospital_district,Southwest Finland Hospital District,cases,19.0,THL
2020-08-17,hospital_district,Vaasa Hospital District,cases,2.0,THL
2020-08-17,hospital_district,Åland,cases,1.0,THL
2020-08-24,hospital_district,All areas,cases,186.0,THL
2020-08-24,hospital_district,Central Finland Hospital District,cases,25.0,THL
2020-08-24,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-08-24,hospital_district,Helsinki and Uusimaa Hospital District,cases,94.0,THL
2020-08-24,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-08-24,hospital_district,Kainuu Hospital District,cases,16.0,THL
2020-08-24,hospital_district,Kanta-Häme Hospital District,cases,1.0,THL
2020-08-24,hospital_district,Kymenlaakso Hospital District,cases,1.0,THL
2020-08-24,hospital_district,Lappi Hospital District,cases,1.0,THL
2020-08-24,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-08-24,hospital_district,North Karelia Hospital District,cases,1.0,THL
2020-08-24,hospital_district,North Ostrobothnia Hospital District,cases,8.0,THL
2020-08-24,hospital_district,North Savo Hospital District,cases,4.0,THL
2020-08-24,hospital_district,Pirkanmaa Hospital District,cases,9.0,THL
2020-08-24,hospital_district,Päijät-Häme Hospital District,cases,4.0,THL
2020-08-24,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-08-24,hospital_district,South Karelia Hospital District,cases,2.0,THL
2020-08-24,hospital_district,South Ostrobothnia Hospital District,cases,1.0,THL
2020-08-24,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-08-24,hospital_district,Southwest Finland Hospital District,cases,19.0,THL
2020-08-24,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-08-24,hospital_district,Åland,cases,0.0,THL
2020-08-31,hospital_district,All areas,cases,232.0,THL
2020-08-31,hospital_district,Central Finland Hospital District,cases,17.0,THL
2020-08-31,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-08-31,hospital_district,Helsinki and Uusimaa Hospital District,cases,123.0,THL
2020-08-31,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-08-31,hospital_district,Kainuu Hospital District,cases,7.0,THL
2020-08-31,hospital_district,Kanta-Häme Hospital District,cases,2.0,THL
2020-08-31,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-08-31,hospital_district,Lappi Hospital District,cases,1.0,THL
2020-08-31,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-08-31,hospital_district,North Karelia Hospital District,cases,3.0,THL
2020-08-31,hospital_district,North Ostrobothnia Hospital District,cases,13.0,THL
2020-08-31,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-08-31,hospital_district,Pirkanmaa Hospital District,cases,20.0,THL
2020-08-31,hospital_district,Päijät-Häme Hospital District,cases,24.0,THL
2020-08-31,hospital_district,Satakunta Hospital District,cases,3.0,THL
2020-08-31,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-08-31,hospital_district,South Ostrobothnia Hospital District,cases,3.0,THL
2020-08-31,hospital_district,South Savo Hospital District,cases,6.0,THL
2020-08-31,hospital_district,Southwest Finland Hospital District,cases,8.0,THL
2020-08-31,hospital_district,Vaasa Hospital District,cases,2.0,THL
2020-08-31,hospital_district,Åland,cases,0.0,THL
2020-09-07,hospital_district,All areas,cases,369.0,THL
2020-09-07,hospital_district,Central Finland Hospital District,cases,62.0,THL
2020-09-07,hospital_district,Central Ostrobothnia Hospital District,cases,6.0,THL
2020-09-07,hospital_district,Helsinki and Uusimaa Hospital District,cases,128.0,THL
2020-09-07,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-09-07,hospital_district,Kainuu Hospital District,cases,1.0,THL
2020-09-07,hospital_district,Kanta-Häme Hospital District,cases,19.0,THL
2020-09-07,hospital_district,Kymenlaakso Hospital District,cases,14.0,THL
2020-09-07,hospital_district,Lappi Hospital District,cases,2.0,THL
2020-09-07,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-09-07,hospital_district,North Karelia Hospital District,cases,1.0,THL
2020-09-07,hospital_district,North Ostrobothnia Hospital District,cases,4.0,THL
2020-09-07,hospital_district,North Savo Hospital District,cases,4.0,THL
2020-09-07,hospital_district,Pirkanmaa Hospital District,cases,34.0,THL
2020-09-07,hospital_district,Päijät-Häme Hospital District,cases,42.0,THL
2020-09-07,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-09-07,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-09-07,hospital_district,South Ostrobothnia Hospital District,cases,2.0,THL
2020-09-07,hospital_district,South Savo Hospital District,cases,27.0,THL
2020-09-07,hospital_district,Southwest Finland Hospital District,cases,22.0,THL
2020-09-07,hospital_district,Vaasa Hospital District,cases,1.0,THL
2020-09-07,hospital_district,Åland,cases,0.0,THL
2020-09-14,hospital_district,All areas,cases,532.0,THL
2020-09-14,hospital_district,Central Finland Hospital District,cases,54.0,THL
2020-09-14,hospital_district,Central Ostrobothnia Hospital District,cases,4.0,THL
2020-09-14,hospital_district,Helsinki and Uusimaa Hospital District,cases,282.0,THL
2020-09-14,hospital_district,Itä-Savo Hospital District,cases,1.0,THL
2020-09-14,hospital_district,Kainuu Hospital District,cases,1.0,THL
2020-09-14,hospital_district,Kanta-Häme Hospital District,cases,13.0,THL
2020-09-14,hospital_district,Kymenlaakso Hospital District,cases,8.0,THL
2020-09-14,hospital_district,Lappi Hospital District,cases,2.0,THL
2020-09-14,hospital_district,Länsi-Pohja Hospital District,cases,1.0,THL
2020-09-14,hospital_district,North Karelia Hospital District,cases,1.0,THL
2020-09-14,hospital_district,North Ostrobothnia Hospital District,cases,4.0,THL
2020-09-14,hospital_district,North Savo Hospital District,cases,9.0,THL
2020-09-14,hospital_district,Pirkanmaa Hospital District,cases,61.0,THL
2020-09-14,hospital_district,Päijät-Häme Hospital District,cases,22.0,THL
2020-09-14,hospital_district,Satakunta Hospital District,cases,2.0,THL
2020-09-14,hospital_district,South Karelia Hospital District,cases,1.0,THL
2020-09-14,hospital_district,South Ostrobothnia Hospital District,cases,2.0,THL
2020-09-14,hospital_district,South Savo Hospital District,cases,25.0,THL
2020-09-14,hospital_district,Southwest Finland Hospital District,cases,27.0,THL
2020-09-14,hospital_district,Vaasa Hospital District,cases,11.0,THL
2020-09-14,hospital_district,Åland,cases,1.0,THL
2020-09-21,hospital_district,All areas,cases,724.0,THL
2020-09-21,hospital_district,Central Finland Hospital District,cases,52.0,THL
2020-09-21,hospital_district,Central Ostrobothnia Hospital District,cases,2.0,THL
2020-09-21,hospital_district,Helsinki and Uusimaa Hospital District,cases,457.0,THL
2020-09-21,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-09-21,hospital_district,Kainuu Hospital District,cases,1.0,THL
2020-09-21,hospital_district,Kanta-Häme Hospital District,cases,8.0,THL
2020-09-21,hospital_district,Kymenlaakso Hospital District,cases,8.0,THL
2020-09-21,hospital_district,Lappi Hospital District,cases,4.0,THL
2020-09-21,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-09-21,hospital_district,North Karelia Hospital District,cases,31.0,THL
2020-09-21,hospital_district,North Ostrobothnia Hospital District,cases,14.0,THL
2020-09-21,hospital_district,North Savo Hospital District,cases,28.0,THL
2020-09-21,hospital_district,Pirkanmaa Hospital District,cases,40.0,THL
2020-09-21,hospital_district,Päijät-Häme Hospital District,cases,13.0,THL
2020-09-21,hospital_district,Satakunta Hospital District,cases,4.0,THL
2020-09-21,hospital_district,South Karelia Hospital District,cases,12.0,THL
2020-09-21,hospital_district,South Ostrobothnia Hospital District,cases,8.0,THL
2020-09-21,hospital_district,South Savo Hospital District,cases,10.0,THL
2020-09-21,hospital_district,Southwest Finland Hospital District,cases,18.0,THL
2020-09-21,hospital_district,Vaasa Hospital District,cases,14.0,THL
2020-09-21,hospital_district,Åland,cases,0.0,THL
2020-09-28,hospital_district,All areas,cases,1297.0,THL
2020-09-28,hospital_district,Central Finland Hospital District,cases,32.0,THL
2020-09-28,hospital_district,Central Ostrobothnia Hospital District,cases,14.0,THL
2020-09-28,hospital_district,Helsinki and Uusimaa Hospital District,cases,602.0,THL
2020-09-28,hospital_district,Itä-Savo Hospital District,cases,5.0,THL
2020-09-28,hospital_district,Kainuu Hospital District,cases,9.0,THL
2020-09-28,hospital_district,Kanta-Häme Hospital District,cases,37.0,THL
2020-09-28,hospital_district,Kymenlaakso Hospital District,cases,8.0,THL
2020-09-28,hospital_district,Lappi Hospital District,cases,26.0,THL
2020-09-28,hospital_district,Länsi-Pohja Hospital District,cases,10.0,THL
2020-09-28,hospital_district,North Karelia Hospital District,cases,27.0,THL
2020-09-28,hospital_district,North Ostrobothnia Hospital District,cases,25.0,THL
2020-09-28,hospital_district,North Savo Hospital District,cases,12.0,THL
2020-09-28,hospital_district,Pirkanmaa Hospital District,cases,76.0,THL
2020-09-28,hospital_district,Päijät-Häme Hospital District,cases,8.0,THL
2020-09-28,hospital_district,Satakunta Hospital District,cases,6.0,THL
2020-09-28,hospital_district,South Karelia Hospital District,cases,7.0,THL
2020-09-28,hospital_district,South Ostrobothnia Hospital District,cases,29.0,THL
2020-09-28,hospital_district,South Savo Hospital District,cases,14.0,THL
2020-09-28,hospital_district,Southwest Finland Hospital District,cases,77.0,THL
2020-09-28,hospital_district,Vaasa Hospital District,cases,273.0,THL
2020-09-28,hospital_district,Åland,cases,0.0,THL
2020-10-05,hospital_district,All areas,cases,1592.0,THL
2020-10-05,hospital_district,Central Finland Hospital District,cases,108.0,THL
2020-10-05,hospital_district,Central Ostrobothnia Hospital District,cases,10.0,THL
2020-10-05,hospital_district,Helsinki and Uusimaa Hospital District,cases,774.0,THL
2020-10-05,hospital_district,Itä-Savo Hospital District,cases,1.0,THL
2020-10-05,hospital_district,Kainuu Hospital District,cases,0.0,THL
2020-10-05,hospital_district,Kanta-Häme Hospital District,cases,31.0,THL
2020-10-05,hospital_district,Kymenlaakso Hospital District,cases,3.0,THL
2020-10-05,hospital_district,Lappi Hospital District,cases,9.0,THL
2020-10-05,hospital_district,Länsi-Pohja Hospital District,cases,4.0,THL
2020-10-05,hospital_district,North Karelia Hospital District,cases,18.0,THL
2020-10-05,hospital_district,North Ostrobothnia Hospital District,cases,21.0,THL
2020-10-05,hospital_district,North Savo Hospital District,cases,7.0,THL
2020-10-05,hospital_district,Pirkanmaa Hospital District,cases,75.0,THL
2020-10-05,hospital_district,Päijät-Häme Hospital District,cases,7.0,THL
2020-10-05,hospital_district,Satakunta Hospital District,cases,10.0,THL
2020-10-05,hospital_district,South Karelia Hospital District,cases,12.0,THL
2020-10-05,hospital_district,South Ostrobothnia Hospital District,cases,26.0,THL
2020-10-05,hospital_district,South Savo Hospital District,cases,10.0,THL
2020-10-05,hospital_district,Southwest Finland Hospital District,cases,87.0,THL
2020-10-05,hospital_district,Vaasa Hospital District,cases,374.0,THL
2020-10-05,hospital_district,Åland,cases,5.0,THL
2020-10-12,hospital_district,All areas,cases,1263.0,THL
2020-10-12,hospital_district,Central Finland Hospital District,cases,80.0,THL
2020-10-12,hospital_district,Central Ostrobothnia Hospital District,cases,4.0,THL
2020-10-12,hospital_district,Helsinki and Uusimaa Hospital District,cases,705.0,THL
2020-10-12,hospital_district,Itä-Savo Hospital District,cases,1.0,THL
2020-10-12,hospital_district,Kainuu Hospital District,cases,3.0,THL
2020-10-12,hospital_district,Kanta-Häme Hospital District,cases,24.0,THL
2020-10-12,hospital_district,Kymenlaakso Hospital District,cases,20.0,THL
2020-10-12,hospital_district,Lappi Hospital District,cases,10.0,THL
2020-10-12,hospital_district,Länsi-Pohja Hospital District,cases,7.0,THL
2020-10-12,hospital_district,North Karelia Hospital District,cases,6.0,THL
2020-10-12,hospital_district,North Ostrobothnia Hospital District,cases,39.0,THL
2020-10-12,hospital_district,North Savo Hospital District,cases,15.0,THL
2020-10-12,hospital_district,Pirkanmaa Hospital District,cases,76.0,THL
2020-10-12,hospital_district,Päijät-Häme Hospital District,cases,16.0,THL
2020-10-12,hospital_district,Satakunta Hospital District,cases,8.0,THL
2020-10-12,hospital_district,South Karelia Hospital District,cases,6.0,THL
2020-10-12,hospital_district,South Ostrobothnia Hospital District,cases,13.0,THL
2020-10-12,hospital_district,South Savo Hospital District,cases,6.0,THL
2020-10-12,hospital_district,Southwest Finland Hospital District,cases,77.0,THL
2020-10-12,hospital_district,Vaasa Hospital District,cases,146.0,THL
2020-10-12,hospital_district,Åland,cases,1.0,THL
2020-10-19,hospital_district,All areas,cases,1260.0,THL
2020-10-19,hospital_district,Central Finland Hospital District,cases,36.0,THL
2020-10-19,hospital_district,Central Ostrobothnia Hospital District,cases,4.0,THL
2020-10-19,hospital_district,Helsinki and Uusimaa Hospital District,cases,681.0,THL
2020-10-19,hospital_district,Itä-Savo Hospital District,cases,2.0,THL
2020-10-19,hospital_district,Kainuu Hospital District,cases,2.0,THL
2020-10-19,hospital_district,Kanta-Häme Hospital District,cases,32.0,THL
2020-10-19,hospital_district,Kymenlaakso Hospital District,cases,49.0,THL
2020-10-19,hospital_district,Lappi Hospital District,cases,23.0,THL
2020-10-19,hospital_district,Länsi-Pohja Hospital District,cases,3.0,THL
2020-10-19,hospital_district,North Karelia Hospital District,cases,2.0,THL
2020-10-19,hospital_district,North Ostrobothnia Hospital District,cases,90.0,THL
2020-10-19,hospital_district,North Savo Hospital District,cases,47.0,THL
2020-10-19,hospital_district,Pirkanmaa Hospital District,cases,78.0,THL
2020-10-19,hospital_district,Päijät-Häme Hospital District,cases,13.0,THL
2020-10-19,hospital_district,Satakunta Hospital District,cases,9.0,THL
2020-10-19,hospital_district,South Karelia Hospital District,cases,8.0,THL
2020-10-19,hospital_district,South Ostrobothnia Hospital District,cases,6.0,THL
2020-10-19,hospital_district,South Savo Hospital District,cases,1.0,THL
2020-10-19,hospital_district,Southwest Finland Hospital District,cases,108.0,THL
2020-10-19,hospital_district,Vaasa Hospital District,cases,59.0,THL
2020-10-19,hospital_district,Åland,cases,7.0,THL
2020-10-26,hospital_district,All areas,cases,1486.0,THL
2020-10-26,hospital_district,Central Finland Hospital District,cases,35.0,THL
2020-10-26,hospital_district,Central Ostrobothnia Hospital District,cases,8.0,THL
2020-10-26,hospital_district,Helsinki and Uusimaa Hospital District,cases,783.0,THL
2020-10-26,hospital_district,Itä-Savo Hospital District,cases,12.0,THL
2020-10-26,hospital_district,Kainuu Hospital District,cases,1.0,THL
2020-10-26,hospital_district,Kanta-Häme Hospital District,cases,25.0,THL
2020-10-26,hospital_district,Kymenlaakso Hospital District,cases,44.0,THL
2020-10-26,hospital_district,Lappi Hospital District,cases,37.0,THL
2020-10-26,hospital_district,Länsi-Pohja Hospital District,cases,34.0,THL
2020-10-26,hospital_district,North Karelia Hospital District,cases,7.0,THL
2020-10-26,hospital_district,North Ostrobothnia Hospital District,cases,82.0,THL
2020-10-26,hospital_district,North Savo Hospital District,cases,29.0,THL
2020-10-26,hospital_district,Pirkanmaa Hospital District,cases,75.0,THL
2020-10-26,hospital_district,Päijät-Häme Hospital District,cases,22.0,THL
2020-10-26,hospital_district,Satakunta Hospital District,cases,12.0,THL
2020-10-26,hospital_district,South Karelia Hospital District,cases,19.0,THL
2020-10-26,hospital_district,South Ostrobothnia Hospital District,cases,12.0,THL
2020-10-26,hospital_district,South Savo Hospital District,cases,3.0,THL
2020-10-26,hospital_district,Southwest Finland Hospital District,cases,181.0,THL
2020-10-26,hospital_district,Vaasa Hospital District,cases,60.0,THL
2020-10-26,hospital_district,Åland,cases,5.0,THL
2020-11-02,hospital_district,All areas,cases,1402.0,THL
2020-11-02,hospital_district,Central Finland Hospital District,cases,18.0,THL
2020-11-02,hospital_district,Central Ostrobothnia Hospital District,cases,4.0,THL
2020-11-02,hospital_district,Helsinki and Uusimaa Hospital District,cases,864.0,THL
2020-11-02,hospital_district,Itä-Savo Hospital District,cases,1.0,THL
2020-11-02,hospital_district,Kainuu Hospital District,cases,6.0,THL
2020-11-02,hospital_district,Kanta-Häme Hospital District,cases,16.0,THL
2020-11-02,hospital_district,Kymenlaakso Hospital District,cases,22.0,THL
2020-11-02,hospital_district,Lappi Hospital District,cases,52.0,THL
2020-11-02,hospital_district,Länsi-Pohja Hospital District,cases,32.0,THL
2020-11-02,hospital_district,North Karelia Hospital District,cases,12.0,THL
2020-11-02,hospital_district,North Ostrobothnia Hospital District,cases,58.0,THL
2020-11-02,hospital_district,North Savo Hospital District,cases,27.0,THL
2020-11-02,hospital_district,Pirkanmaa Hospital District,cases,63.0,THL
2020-11-02,hospital_district,Päijät-Häme Hospital District,cases,23.0,THL
2020-11-02,hospital_district,Satakunta Hospital District,cases,12.0,THL
2020-11-02,hospital_district,South Karelia Hospital District,cases,9.0,THL
2020-11-02,hospital_district,South Ostrobothnia Hospital District,cases,11.0,THL
2020-11-02,hospital_district,South Savo Hospital District,cases,2.0,THL
2020-11-02,hospital_district,Southwest Finland Hospital District,cases,144.0,THL
2020-11-02,hospital_district,Vaasa Hospital District,cases,23.0,THL
2020-11-02,hospital_district,Åland,cases,3.0,THL
2020-11-09,hospital_district,All areas,cases,1772.0,THL
2020-11-09,hospital_district,Central Finland Hospital District,cases,29.0,THL
2020-11-09,hospital_district,Central Ostrobothnia Hospital District,cases,11.0,THL
2020-11-09,hospital_district,Helsinki and Uusimaa Hospital District,cases,1077.0,THL
2020-11-09,hospital_district,Itä-Savo Hospital District,cases,1.0,THL
2020-11-09,hospital_district,Kainuu Hospital District,cases,7.0,THL
2020-11-09,hospital_district,Kanta-Häme Hospital District,cases,21.0,THL
2020-11-09,hospital_district,Kymenlaakso Hospital District,cases,35.0,THL
2020-11-09,hospital_district,Lappi Hospital District,cases,13.0,THL
2020-11-09,hospital_district,Länsi-Pohja Hospital District,cases,38.0,THL
2020-11-09,hospital_district,North Karelia Hospital District,cases,14.0,THL
2020-11-09,hospital_district,North Ostrobothnia Hospital District,cases,74.0,THL
2020-11-09,hospital_district,North Savo Hospital District,cases,17.0,THL
2020-11-09,hospital_district,Pirkanmaa Hospital District,cases,87.0,THL
2020-11-09,hospital_district,Päijät-Häme Hospital District,cases,51.0,THL
2020-11-09,hospital_district,Satakunta Hospital District,cases,18.0,THL
2020-11-09,hospital_district,South Karelia Hospital District,cases,12.0,THL
2020-11-09,hospital_district,South Ostrobothnia Hospital District,cases,16.0,THL
2020-11-09,hospital_district,South Savo Hospital District,cases,85.0,THL
2020-11-09,hospital_district,Southwest Finland Hospital District,cases,129.0,THL
2020-11-09,hospital_district,Vaasa Hospital District,cases,37.0,THL
2020-11-09,hospital_district,Åland,cases,0.0,THL
2020-11-16,hospital_district,All areas,cases,2710.0,THL
2020-11-16,hospital_district,Central Finland Hospital District,cases,84.0,THL
2020-11-16,hospital_district,Central Ostrobothnia Hospital District,cases,10.0,THL
2020-11-16,hospital_district,Helsinki and Uusimaa Hospital District,cases,1684.0,THL
2020-11-16,hospital_district,Itä-Savo Hospital District,cases,3.0,THL
2020-11-16,hospital_district,Kainuu Hospital District,cases,8.0,THL
2020-11-16,hospital_district,Kanta-Häme Hospital District,cases,36.0,THL
2020-11-16,hospital_district,Kymenlaakso Hospital District,cases,47.0,THL
2020-11-16,hospital_district,Lappi Hospital District,cases,11.0,THL
2020-11-16,hospital_district,Länsi-Pohja Hospital District,cases,19.0,THL
2020-11-16,hospital_district,North Karelia Hospital District,cases,56.0,THL
2020-11-16,hospital_district,North Ostrobothnia Hospital District,cases,145.0,THL
2020-11-16,hospital_district,North Savo Hospital District,cases,53.0,THL
2020-11-16,hospital_district,Pirkanmaa Hospital District,cases,170.0,THL
2020-11-16,hospital_district,Päijät-Häme Hospital District,cases,127.0,THL
2020-11-16,hospital_district,Satakunta Hospital District,cases,23.0,THL
2020-11-16,hospital_district,South Karelia Hospital District,cases,14.0,THL
2020-11-16,hospital_district,South Ostrobothnia Hospital District,cases,65.0,THL
2020-11-16,hospital_district,South Savo Hospital District,cases,14.0,THL
2020-11-16,hospital_district,Southwest Finland Hospital District,cases,117.0,THL
2020-11-16,hospital_district,Vaasa Hospital District,cases,21.0,THL
2020-11-16,hospital_district,Åland,cases,3.0,THL
2020-11-23,hospital_district,All areas,cases,3231.0,THL
2020-11-23,hospital_district,Central Finland Hospital District,cases,96.0,THL
2020-11-23,hospital_district,Central Ostrobothnia Hospital District,cases,13.0,THL
2020-11-23,hospital_district,Helsinki and Uusimaa Hospital District,cases,1709.0,THL
2020-11-23,hospital_district,Itä-Savo Hospital District,cases,1.0,THL
2020-11-23,hospital_district,Kainuu Hospital District,cases,25.0,THL
2020-11-23,hospital_district,Kanta-Häme Hospital District,cases,44.0,THL
2020-11-23,hospital_district,Kymenlaakso Hospital District,cases,56.0,THL
2020-11-23,hospital_district,Lappi Hospital District,cases,22.0,THL
2020-11-23,hospital_district,Länsi-Pohja Hospital District,cases,8.0,THL
2020-11-23,hospital_district,North Karelia Hospital District,cases,53.0,THL
2020-11-23,hospital_district,North Ostrobothnia Hospital District,cases,300.0,THL
2020-11-23,hospital_district,North Savo Hospital District,cases,27.0,THL
2020-11-23,hospital_district,Pirkanmaa Hospital District,cases,235.0,THL
2020-11-23,hospital_district,Päijät-Häme Hospital District,cases,204.0,THL
2020-11-23,hospital_district,Satakunta Hospital District,cases,90.0,THL
2020-11-23,hospital_district,South Karelia Hospital District,cases,24.0,THL
2020-11-23,hospital_district,South Ostrobothnia Hospital District,cases,56.0,THL
2020-11-23,hospital_district,South Savo Hospital District,cases,32.0,THL
2020-11-23,hospital_district,Southwest Finland Hospital District,cases,215.0,THL
2020-11-23,hospital_district,Vaasa Hospital District,cases,19.0,THL
2020-11-23,hospital_district,Åland,cases,2.0,THL
2020-11-30,hospital_district,All areas,cases,3004.0,THL
2020-11-30,hospital_district,Central Finland Hospital District,cases,89.0,THL
2020-11-30,hospital_district,Central Ostrobothnia Hospital District,cases,9.0,THL
2020-11-30,hospital_district,Helsinki and Uusimaa Hospital District,cases,1569.0,THL
2020-11-30,hospital_district,Itä-Savo Hospital District,cases,5.0,THL
2020-11-30,hospital_district,Kainuu Hospital District,cases,4.0,THL
2020-11-30,hospital_district,Kanta-Häme Hospital District,cases,60.0,THL
2020-11-30,hospital_district,Kymenlaakso Hospital District,cases,65.0,THL
2020-11-30,hospital_district,Lappi Hospital District,cases,16.0,THL
2020-11-30,hospital_district,Länsi-Pohja Hospital District,cases,10.0,THL
2020-11-30,hospital_district,North Karelia Hospital District,cases,33.0,THL
2020-11-30,hospital_district,North Ostrobothnia Hospital District,cases,212.0,THL
2020-11-30,hospital_district,North Savo Hospital District,cases,26.0,THL
2020-11-30,hospital_district,Pirkanmaa Hospital District,cases,210.0,THL
2020-11-30,hospital_district,Päijät-Häme Hospital District,cases,103.0,THL
2020-11-30,hospital_district,Satakunta Hospital District,cases,37.0,THL
2020-11-30,hospital_district,South Karelia Hospital District,cases,28.0,THL
2020-11-30,hospital_district,South Ostrobothnia Hospital District,cases,42.0,THL
2020-11-30,hospital_district,South Savo Hospital District,cases,101.0,THL
2020-11-30,hospital_district,Southwest Finland Hospital District,cases,340.0,THL
2020-11-30,hospital_district,Vaasa Hospital District,cases,42.0,THL
2020-11-30,hospital_district,Åland,cases,3.0,THL
2020-12-07,hospital_district,All areas,cases,2783.0,THL
2020-12-07,hospital_district,Central Finland Hospital District,cases,95.0,THL
2020-12-07,hospital_district,Central Ostrobothnia Hospital District,cases,3.0,THL
2020-12-07,hospital_district,Helsinki and Uusimaa Hospital District,cases,1529.0,THL
2020-12-07,hospital_district,Itä-Savo Hospital District,cases,2.0,THL
2020-12-07,hospital_district,Kainuu Hospital District,cases,3.0,THL
2020-12-07,hospital_district,Kanta-Häme Hospital District,cases,61.0,THL
2020-12-07,hospital_district,Kymenlaakso Hospital District,cases,40.0,THL
2020-12-07,hospital_district,Lappi Hospital District,cases,13.0,THL
2020-12-07,hospital_district,Länsi-Pohja Hospital District,cases,9.0,THL
2020-12-07,hospital_district,North Karelia Hospital District,cases,32.0,THL
2020-12-07,hospital_district,North Ostrobothnia Hospital District,cases,123.0,THL
2020-12-07,hospital_district,North Savo Hospital District,cases,30.0,THL
2020-12-07,hospital_district,Pirkanmaa Hospital District,cases,153.0,THL
2020-12-07,hospital_district,Päijät-Häme Hospital District,cases,54.0,THL
2020-12-07,hospital_district,Satakunta Hospital District,cases,25.0,THL
2020-12-07,hospital_district,South Karelia Hospital District,cases,15.0,THL
2020-12-07,hospital_district,South Ostrobothnia Hospital District,cases,31.0,THL
2020-12-07,hospital_district,South Savo Hospital District,cases,53.0,THL
2020-12-07,hospital_district,Southwest Finland Hospital District,cases,464.0,THL
2020-12-07,hospital_district,Vaasa Hospital District,cases,42.0,THL
2020-12-07,hospital_district,Åland,cases,6.0,THL
2020-12-14,hospital_district,All areas,cases,2241.0,THL
2020-12-14,hospital_district,Central Finland Hospital District,cases,90.0,THL
2020-12-14,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-12-14,hospital_district,Helsinki and Uusimaa Hospital District,cases,1193.0,THL
2020-12-14,hospital_district,Itä-Savo Hospital District,cases,1.0,THL
2020-12-14,hospital_district,Kainuu Hospital District,cases,4.0,THL
2020-12-14,hospital_district,Kanta-Häme Hospital District,cases,43.0,THL
2020-12-14,hospital_district,Kymenlaakso Hospital District,cases,23.0,THL
2020-12-14,hospital_district,Lappi Hospital District,cases,13.0,THL
2020-12-14,hospital_district,Länsi-Pohja Hospital District,cases,10.0,THL
2020-12-14,hospital_district,North Karelia Hospital District,cases,27.0,THL
2020-12-14,hospital_district,North Ostrobothnia Hospital District,cases,58.0,THL
2020-12-14,hospital_district,North Savo Hospital District,cases,15.0,THL
2020-12-14,hospital_district,Pirkanmaa Hospital District,cases,101.0,THL
2020-12-14,hospital_district,Päijät-Häme Hospital District,cases,59.0,THL
2020-12-14,hospital_district,Satakunta Hospital District,cases,17.0,THL
2020-12-14,hospital_district,South Karelia Hospital District,cases,33.0,THL
2020-12-14,hospital_district,South Ostrobothnia Hospital District,cases,9.0,THL
2020-12-14,hospital_district,South Savo Hospital District,cases,46.0,THL
2020-12-14,hospital_district,Southwest Finland Hospital District,cases,406.0,THL
2020-12-14,hospital_district,Vaasa Hospital District,cases,75.0,THL
2020-12-14,hospital_district,Åland,cases,18.0,THL
2020-12-21,hospital_district,All areas,cases,1714.0,THL
2020-12-21,hospital_district,Central Finland Hospital District,cases,61.0,THL
2020-12-21,hospital_district,Central Ostrobothnia Hospital District,cases,6.0,THL
2020-12-21,hospital_district,Helsinki and Uusimaa Hospital District,cases,962.0,THL
2020-12-21,hospital_district,Itä-Savo Hospital District,cases,2.0,THL
2020-12-21,hospital_district,Kainuu Hospital District,cases,2.0,THL
2020-12-21,hospital_district,Kanta-Häme Hospital District,cases,25.0,THL
2020-12-21,hospital_district,Kymenlaakso Hospital District,cases,28.0,THL
2020-12-21,hospital_district,Lappi Hospital District,cases,11.0,THL
2020-12-21,hospital_district,Länsi-Pohja Hospital District,cases,17.0,THL
2020-12-21,hospital_district,North Karelia Hospital District,cases,24.0,THL
