Time;Area;val
Year 2023 Week 02;Päijät-Häme Hospital District;40
Year 2023 Week 03;Päijät-Häme Hospital District;19
Year 2023 Week 04;Päijät-Häme Hospital District;40
Year 2023 Week 05;Päijät-Häme Hospital District;17
Year 2023 Week 06;Päijät-Häme Hospital District;9
Year 2023 Week 07;Päijät-Häme Hospital District;7
Year 2023 Week 08;Päijät-Häme Hospital District;21
Year 2023 Week 09;Päijät-Häme Hospital District;17
Year 2023 Week 10;Päijät-Häme Hospital District;24
Year 2023 Week 11;Päijät-Häme Hospital District;18
Year 2023 Week 12;Päijät-Häme Hospital District;41
Year 2023 Week 13;Päijät-Häme Hospital District;49
Year 2023 Week 14;Päijät-Häme Hospital District;49
Year 2023 Week 15;Päijät-Häme Hospital District;51
Year 2023 Week 16;Päijät-Häme Hospital District;58
Year 2023 Week 17;Päijät-Häme Hospital District;49
Year 2023 Week 18;Päijät-Häme Hospital District;41
Year 2023 Week 19;Päijät-Häme Hospital District;43
Year 2023 Week 20;Päijät-Häme Hospital District;21
Year 2023 Week 21;Päijät-Häme Hospital District;19
Year 2023 Week 22;Päijät-Häme Hospital District;20
Year 2023 Week 23;Päijät-Häme Hospital District;12
Year 2023 Week 24;Päijät-Häme Hospital District;15
Year 2023 Week 25;Päijät-Häme Hospital District;8
Year 2023 Week 26;Päijät-Häme Hospital District;4
Year 2023 Week 27;Päijät-Häme Hospital District;0
Year 2023 Week 28;Päijät-Häme Hospital District;2
Year 2023 Week 29;Päijät-Häme Hospital District;3
Year 2023 Week 30;Päijät-Häme Hospital District;1
Year 2023 Week 31;Päijät-Häme Hospital District;1
Year 2023 Week 32;Päijät-Häme Hospital District;2
Year 2023 Week 33;Päijät-Häme Hospital District;3
Year 2023 Week 34;Päijät-Häme Hospital District;2
Year 2023 Week 35;Päijät-Häme Hospital District;8
Year 2023 Week 36;Päijät-Häme Hospital District;15
Year 2023 Week 37;Päijät-Häme Hospital District;10
Year 2023 Week 38;Päijät-Häme Hospital District;31
Year 2023 Week 39;Päijät-Häme Hospital District;21
Year 2023 Week 40;Päijät-Häme Hospital District;10
Year 2023 Week 41;Päijät-Häme Hospital District;24
Year 2023 Week 42;Päijät-Häme Hospital District;27
Year 2023 Week 43;Päijät-Häme Hospital District;63
Year 2023 Week 44;Päijät-Häme Hospital District;114
Year 2023 Week 45;Päijät-Häme Hospital District;89
Year 2023 Week 46;Päijät-Häme Hospital District;83
Year 2023 Week 47;Päijät-Häme Hospital District;86
Year 2023 Week 48;Päijät-Häme Hospital District;77
Year 2023 Week 49;Päijät-Häme Hospital District;54
Year 2023 Week 50;Päijät-Häme Hospital District;41
Year 2023 Week 51;Päijät-Häme Hospital District;32
Year 2023 Week 52;Päijät-Häme Hospital District;27
Year 2024 Week 01;Päijät-Häme Hospital District;22
Year 2024 Week 02;Päijät-Häme Hospital District;20
Year 2024 Week 03;Päijät-Häme Hospital District;8
Year 2024 Week 04;Päijät-Häme Hospital District;6
Year 2024 Week 05;Päijät-Häme Hospital District;5
Year 2024 Week 06;Päijät-Häme Hospital District;6
Year 2024 Week 07;Päijät-Häme Hospital District;7
Year 2024 Week 08;Päijät-Häme Hospital District;2
Year 2024 Week 09;Päijät-Häme Hospital District;4
Year 2024 Week 10;Päijät-Häme Hospital District;2
Year 2024 Week 11;Päijät-Häme Hospital District;2
Year 2024 Week 12;Päijät-Häme Hospital District;0
Year 2024 Week 13;Päijät-Häme Hospital District;2
Year 2024 Week 14;Päijät-Häme Hospital District;3
Year 2024 Week 15;Päijät-Häme Hospital District;2
Year 2024 Week 16;Päijät-Häme Hospital District;3
Year 2024 Week 17;Päijät-Häme Hospital District;0
Year 2024 Week 18;Päijät-Häme Hospital District;5
Year 2024 Week 19;Päijät-Häme Hospital District;9
Year 2024 Week 20;Päijät-Häme Hospital District;10
Year 2024 Week 21;Päijät-Häme Hospital District;6
Year 2024 Week 22;Päijät-Häme Hospital District;8
Year 2024 Week 23;Päijät-Häme Hospital District;4
Year 2024 Week 24;Päijät-Häme Hospital District;3
Year 2024 Week 25;Päijät-Häme Hospital District;2
Year 2024 Week 26;Päijät-Häme Hospital District;13
Year 2024 Week 27;Päijät-Häme Hospital District;8
Year 2024 Week 28;Päijät-Häme Hospital District;11
Year 2024 Week 29;Päijät-Häme Hospital District;2
Year 2024 Week 30;Päijät-Häme Hospital District;12
Year 2024 Week 31;Päijät-Häme Hospital District;14
Year 2024 Week 32;Päijät-Häme Hospital District;29
Year 2024 Week 33;Päijät-Häme Hospital District;19
Year 2024 Week 34;Päijät-Häme Hospital District;12
Year 2024 Week 35;Päijät-Häme Hospital District;23
Year 2024 Week 36;Päijät-Häme Hospital District;19
Year 2024 Week 37;Päijät-Häme Hospital District;18
Year 2024 Week 38;Päijät-Häme Hospital District;7
Year 2024 Week 39;Päijät-Häme Hospital District;10
Year 2024 Week 40;Päijät-Häme Hospital District;10
Year 2024 Week 41;Päijät-Häme Hospital District;11
Year 2024 Week 42;Päijät-Häme Hospital District;5
Year 2024 Week 43;Päijät-Häme Hospital District;4
Year 2024 Week 44;Päijät-Häme Hospital District;9
Year 2024 Week 45;Päijät-Häme Hospital District;19
Year 2024 Week 46;Päijät-Häme Hospital District;18
Year 2024 Week 47;Päijät-Häme Hospital District;27
Year 2024 Week 48;Päijät-Häme Hospital District;16
Year 2024 Week 49;Päijät-Häme Hospital District;36
Year 2024 Week 50;Päijät-Häme Hospital District;43
Year 2024 Week 51;Päijät-Häme Hospital District;43
Year 2024 Week 52;Päijät-Häme Hospital District;34
Year 2025 Week 01;Päijät-Häme Hospital District;23
Year 2025 Week 02;Päijät-Häme Hospital District;11
Year 2025 Week 03;Päijät-Häme Hospital District;10
Year 2025 Week 04;Päijät-Häme Hospital District;12
Year 2025 Week 05;Päijät-Häme Hospital District;10
Year 2025 Week 06;Päijät-Häme Hospital District;6
Year 2025 Week 07;Päijät-Häme Hospital District;6
Year 2025 Week 08;Päijät-Häme Hospital District;10
Year 2025 Week 09;Päijät-Häme Hospital District;19
Year 2025 Week 10;Päijät-Häme Hospital District;6
Year 2025 Week 11;Päijät-Häme Hospital District;5
Year 2025 Week 12;Päijät-Häme Hospital District;4
Year 2025 Week 13;Päijät-Häme Hospital District;4
Year 2025 Week 14;Päijät-Häme Hospital District;1
Year 2025 Week 15;Päijät-Häme Hospital District;2
Year 2025 Week 16;Päijät-Häme Hospital District;1
Year 2025 Week 17;Päijät-Häme Hospital District;4
Year 2025 Week 18;Päijät-Häme Hospital District;0
Year 2025 Week 19;Päijät-Häme Hospital District;2
Year 2025 Week 20;Päijät-Häme Hospital District;2
Year 2025 Week 21;Päijät-Häme Hospital District;3
Year 2025 Week 22;Päijät-Häme Hospital District;3
Year 2025 Week 23;Päijät-Häme Hospital District;0
Year 2025 Week 24;Päijät-Häme Hospital District;3
Year 2025 Week 25;Päijät-Häme Hospital District;1
Year 2025 Week 26;Päijät-Häme Hospital District;0
Year 2025 Week 27;Päijät-Häme Hospital District;0
Year 2025 Week 28;Päijät-Häme Hospital District;4
Year 2025 Week 29;Päijät-Häme Hospital District;4
Year 2025 Week 30;Päijät-Häme Hospital District;1
Year 2025 Week 31;Päijät-Häme Hospital District;5
Year 2025 Week 32;Päijät-Häme Hospital District;3
Year 2025 Week 33;Päijät-Häme Hospital District;2
Year 2025 Week 34;Päijät-Häme Hospital District;2
Year 2025 Week 35;Päijät-Häme Hospital District;3
Year 2025 Week 36;Päijät-Häme Hospital District;5
Year 2025 Week 37;Päijät-Häme Hospital District;6
Year 2025 Week 38;Päijät-Häme Hospital District;1
Year 2025 Week 39;Päijät-Häme Hospital District;7
Year 2025 Week 40;Päijät-Häme Hospital District;3
Year 2025 Week 41;Päijät-Häme Hospital District;2
Year 2025 Week 42;Päijät-Häme Hospital District;11
Year 2025 Week 43;Päijät-Häme Hospital District;5
Year 2025 Week 44;Päijät-Häme Hospital District;3
Year 2025 Week 45;Päijät-Häme Hospital District;4
Year 2025 Week 46;Päijät-Häme Hospital District;5
Year 2025 Week 47;Päijät-Häme Hospital District;3
Year 2025 Week 48;Päijät-Häme Hospital District;13
Year 2025 Week 49;Päijät-Häme Hospital District;18
Year 2025 Week 50;Päijät-Häme Hospital District;4
Year 2025 Week 51;Päijät-Häme Hospital District;9
Year 2025 Week 52;Päijät-Häme Hospital District;8
Year 2026 Week 01;Päijät-Häme Hospital District;7
All times;Päijät-Häme Hospital District;53917
Year 2020 Week 01;Kymenlaakso Hospital District;
Year 2020 Week 02;Kymenlaakso Hospital District;
Year 2020 Week 03;Kymenlaakso Hospital District;
Year 2020 Week 04;Kymenlaakso Hospital District;
Year 2020 Week 05;Kymenlaakso Hospital District;
Year 2020 Week 06;Kymenlaakso Hospital District;0
Year 2020 Week 07;Kymenlaakso Hospital District;0
Year 2020 Week 08;Kymenlaakso Hospital District;0
Year 2020 Week 09;Kymenlaakso Hospital District;0
Year 2020 Week 10;Kymenlaakso Hospital District;0
Year 2020 Week 11;Kymenlaakso Hospital District;1
Year 2020 Week 12;Kymenlaakso Hospital District;7
Year 2020 Week 13;Kymenlaakso Hospital District;6
Year 2020 Week 14;Kymenlaakso Hospital District;11
Year 2020 Week 15;Kymenlaakso Hospital District;4
Year 2020 Week 16;Kymenlaakso Hospital District;3
Year 2020 Week 17;Kymenlaakso Hospital District;3
Year 2020 Week 18;Kymenlaakso Hospital District;4
Year 2020 Week 19;Kymenlaakso Hospital District;1
Year 2020 Week 20;Kymenlaakso Hospital District;2
Year 2020 Week 21;Kymenlaakso Hospital District;0
Year 2020 Week 22;Kymenlaakso Hospital District;2
Year 2020 Week 23;Kymenlaakso Hospital District;1
Year 2020 Week 24;Kymenlaakso Hospital District;0
Year 2020 Week 25;Kymenlaakso Hospital District;2
Year 2020 Week 26;Kymenlaakso Hospital District;2
Year 2020 Week 27;Kymenlaakso Hospital District;1
Year 2020 Week 28;Kymenlaakso Hospital District;0
Year 2020 Week 29;Kymenlaakso Hospital District;0
Year 2020 Week 30;Kymenlaakso Hospital District;4
Year 2020 Week 31;Kymenlaakso Hospital District;1
Year 2020 Week 32;Kymenlaakso Hospital District;1
Year 2020 Week 33;Kymenlaakso Hospital District;2
Year 2020 Week 34;Kymenlaakso Hospital District;2
Year 2020 Week 35;Kymenlaakso Hospital District;1
Year 2020 Week 36;Kymenlaakso Hospital District;0
Year 2020 Week 37;Kymenlaakso Hospital District;14
Year 2020 Week 38;Kymenlaakso Hospital District;8
Year 2020 Week 39;Kymenlaakso Hospital District;8
Year 2020 Week 40;Kymenlaakso Hospital District;8
Year 2020 Week 41;Kymenlaakso Hospital District;3
Year 2020 Week 42;Kymenlaakso Hospital District;20
Year 2020 Week 43;Kymenlaakso Hospital District;49
Year 2020 Week 44;Kymenlaakso Hospital District;44
Year 2020 Week 45;Kymenlaakso Hospital District;22
Year 2020 Week 46;Kymenlaakso Hospital District;35
Year 2020 Week 47;Kymenlaakso Hospital District;47
Year 2020 Week 48;Kymenlaakso Hospital District;56
Year 2020 Week 49;Kymenlaakso Hospital District;65
Year 2020 Week 50;Kymenlaakso Hospital District;40
Year 2020 Week 51;Kymenlaakso Hospital District;23
Year 2020 Week 52;Kymenlaakso Hospital District;28
Year 2020 Week 53;Kymenlaakso Hospital District;63
Year 2021 Week 01;Kymenlaakso Hospital District;54
Year 2021 Week 02;Kymenlaakso Hospital District;54
Year 2021 Week 03;Kymenlaakso Hospital District;66
Year 2021 Week 04;Kymenlaakso Hospital District;48
Year 2021 Week 05;Kymenlaakso Hospital District;24
Year 2021 Week 06;Kymenlaakso Hospital District;19
Year 2021 Week 07;Kymenlaakso Hospital District;23
Year 2021 Week 08;Kymenlaakso Hospital District;28
Year 2021 Week 09;Kymenlaakso Hospital District;12
Year 2021 Week 10;Kymenlaakso Hospital District;48
Year 2021 Week 11;Kymenlaakso Hospital District;58
Year 2021 Week 12;Kymenlaakso Hospital District;113
Year 2021 Week 13;Kymenlaakso Hospital District;126
Year 2021 Week 14;Kymenlaakso Hospital District;77
Year 2021 Week 15;Kymenlaakso Hospital District;40
Year 2021 Week 16;Kymenlaakso Hospital District;29
Year 2021 Week 17;Kymenlaakso Hospital District;13
Year 2021 Week 18;Kymenlaakso Hospital District;26
Year 2021 Week 19;Kymenlaakso Hospital District;50
Year 2021 Week 20;Kymenlaakso Hospital District;33
Year 2021 Week 21;Kymenlaakso Hospital District;21
Year 2021 Week 22;Kymenlaakso Hospital District;11
Year 2021 Week 23;Kymenlaakso Hospital District;7
Year 2021 Week 24;Kymenlaakso Hospital District;13
Year 2021 Week 25;Kymenlaakso Hospital District;43
Year 2021 Week 26;Kymenlaakso Hospital District;64
Year 2021 Week 27;Kymenlaakso Hospital District;56
Year 2021 Week 28;Kymenlaakso Hospital District;32
Year 2021 Week 29;Kymenlaakso Hospital District;52
Year 2021 Week 30;Kymenlaakso Hospital District;100
Year 2021 Week 31;Kymenlaakso Hospital District;95
Year 2021 Week 32;Kymenlaakso Hospital District;91
Year 2021 Week 33;Kymenlaakso Hospital District;72
Year 2021 Week 34;Kymenlaakso Hospital District;81
Year 2021 Week 35;Kymenlaakso Hospital District;69
Year 2021 Week 36;Kymenlaakso Hospital District;63
Year 2021 Week 37;Kymenlaakso Hospital District;63
Year 2021 Week 38;Kymenlaakso Hospital District;51
Year 2021 Week 39;Kymenlaakso Hospital District;51
Year 2021 Week 40;Kymenlaakso Hospital District;62
Year 2021 Week 41;Kymenlaakso Hospital District;49
Year 2021 Week 42;Kymenlaakso Hospital District;54
Year 2021 Week 43;Kymenlaakso Hospital District;105
Year 2021 Week 44;Kymenlaakso Hospital District;123
Year 2021 Week 45;Kymenlaakso Hospital District;116
Year 2021 Week 46;Kymenlaakso Hospital District;125
Year 2021 Week 47;Kymenlaakso Hospital District;206
Year 2021 Week 48;Kymenlaakso Hospital District;182
Year 2021 Week 49;Kymenlaakso Hospital District;135
Year 2021 Week 50;Kymenlaakso Hospital District;148
Year 2021 Week 51;Kymenlaakso Hospital District;410
Year 2021 Week 52;Kymenlaakso Hospital District;951
Year 2022 Week 01;Kymenlaakso Hospital District;1231
Year 2022 Week 02;Kymenlaakso Hospital District;1433
Year 2022 Week 03;Kymenlaakso Hospital District;1398
Year 2022 Week 04;Kymenlaakso Hospital District;1439
Year 2022 Week 05;Kymenlaakso Hospital District;1575
Year 2022 Week 06;Kymenlaakso Hospital District;1741
Year 2022 Week 07;Kymenlaakso Hospital District;1955
Year 2022 Week 08;Kymenlaakso Hospital District;1702
Year 2022 Week 09;Kymenlaakso Hospital District;1860
Year 2022 Week 10;Kymenlaakso Hospital District;2034
Year 2022 Week 11;Kymenlaakso Hospital District;2129
Year 2022 Week 12;Kymenlaakso Hospital District;2509
Year 2022 Week 13;Kymenlaakso Hospital District;2122
Year 2022 Week 14;Kymenlaakso Hospital District;1846
Year 2022 Week 15;Kymenlaakso Hospital District;1300
Year 2022 Week 16;Kymenlaakso Hospital District;1299
Year 2022 Week 17;Kymenlaakso Hospital District;891
Year 2022 Week 18;Kymenlaakso Hospital District;829
Year 2022 Week 19;Kymenlaakso Hospital District;557
Year 2022 Week 20;Kymenlaakso Hospital District;433
Year 2022 Week 21;Kymenlaakso Hospital District;379
Year 2022 Week 22;Kymenlaakso Hospital District;342
Year 2022 Week 23;Kymenlaakso Hospital District;334
Year 2022 Week 24;Kymenlaakso Hospital District;397
Year 2022 Week 25;Kymenlaakso Hospital District;399
Year 2022 Week 26;Kymenlaakso Hospital District;543
Year 2022 Week 27;Kymenlaakso Hospital District;532
Year 2022 Week 28;Kymenlaakso Hospital District;666
Year 2022 Week 29;Kymenlaakso Hospital District;754
Year 2022 Week 30;Kymenlaakso Hospital District;736
Year 2022 Week 31;Kymenlaakso Hospital District;755
Year 2022 Week 32;Kymenlaakso Hospital District;528
Year 2022 Week 33;Kymenlaakso Hospital District;349
Year 2022 Week 34;Kymenlaakso Hospital District;231
Year 2022 Week 35;Kymenlaakso Hospital District;189
Year 2022 Week 36;Kymenlaakso Hospital District;301
Year 2022 Week 37;Kymenlaakso Hospital District;356
Year 2022 Week 38;Kymenlaakso Hospital District;392
Year 2022 Week 39;Kymenlaakso Hospital District;509
Year 2022 Week 40;Kymenlaakso Hospital District;743
Year 2022 Week 41;Kymenlaakso Hospital District;794
Year 2022 Week 42;Kymenlaakso Hospital District;704
Year 2022 Week 43;Kymenlaakso Hospital District;652
Year 2022 Week 44;Kymenlaakso Hospital District;498
Year 2022 Week 45;Kymenlaakso Hospital District;506
Year 2022 Week 46;Kymenlaakso Hospital District;358
Year 2022 Week 47;Kymenlaakso Hospital District;392
Year 2022 Week 48;Kymenlaakso Hospital District;454
Year 2022 Week 49;Kymenlaakso Hospital District;538
Year 2022 Week 50;Kymenlaakso Hospital District;450
Year 2022 Week 51;Kymenlaakso Hospital District;304
Year 2022 Week 52;Kymenlaakso Hospital District;240
Year 2023 Week 01;Kymenlaakso Hospital District;129
Year 2023 Week 02;Kymenlaakso Hospital District;91
Year 2023 Week 03;Kymenlaakso Hospital District;36
Year 2023 Week 04;Kymenlaakso Hospital District;51
Year 2023 Week 05;Kymenlaakso Hospital District;33
Year 2023 Week 06;Kymenlaakso Hospital District;20
Year 2023 Week 07;Kymenlaakso Hospital District;34
Year 2023 Week 08;Kymenlaakso Hospital District;43
Year 2023 Week 09;Kymenlaakso Hospital District;59
Year 2023 Week 10;Kymenlaakso Hospital District;49
Year 2023 Week 11;Kymenlaakso Hospital District;94
Year 2023 Week 12;Kymenlaakso Hospital District;117
Year 2023 Week 13;Kymenlaakso Hospital District;114
Year 2023 Week 14;Kymenlaakso Hospital District;68
Year 2023 Week 15;Kymenlaakso Hospital District;143
Year 2023 Week 16;Kymenlaakso Hospital District;136
Year 2023 Week 17;Kymenlaakso Hospital District;117
Year 2023 Week 18;Kymenlaakso Hospital District;134
Year 2023 Week 19;Kymenlaakso Hospital District;89
Year 2023 Week 20;Kymenlaakso Hospital District;62
Year 2023 Week 21;Kymenlaakso Hospital District;48
Year 2023 Week 22;Kymenlaakso Hospital District;29
Year 2023 Week 23;Kymenlaakso Hospital District;25
Year 2023 Week 24;Kymenlaakso Hospital District;20
Year 2023 Week 25;Kymenlaakso Hospital District;15
Year 2023 Week 26;Kymenlaakso Hospital District;10
Year 2023 Week 27;Kymenlaakso Hospital District;21
Year 2023 Week 28;Kymenlaakso Hospital District;11
Year 2023 Week 29;Kymenlaakso Hospital District;8
Year 2023 Week 30;Kymenlaakso Hospital District;11
Year 2023 Week 31;Kymenlaakso Hospital District;10
Year 2023 Week 32;Kymenlaakso Hospital District;16
Year 2023 Week 33;Kymenlaakso Hospital District;21
Year 2023 Week 34;Kymenlaakso Hospital District;12
Year 2023 Week 35;Kymenlaakso Hospital District;12
Year 2023 Week 36;Kymenlaakso Hospital District;30
Year 2023 Week 37;Kymenlaakso Hospital District;22
Year 2023 Week 38;Kymenlaakso Hospital District;34
Year 2023 Week 39;Kymenlaakso Hospital District;51
Year 2023 Week 40;Kymenlaakso Hospital District;53
Year 2023 Week 41;Kymenlaakso Hospital District;65
Year 2023 Week 42;Kymenlaakso Hospital District;113
Year 2023 Week 43;Kymenlaakso Hospital District;143
Year 2023 Week 44;Kymenlaakso Hospital District;191
